index,sku,productId,name,new,regularPrice,salePrice,customerReviewCount,customerReviewAverage,freeShipping,onlineAvailability,onlineAvailabilityText,releaseDate,shippingCost,shortDescription,manufacturer,inStorePickup,esrbRating,longDescription,onlineAvailability_notAvailable,onlineAvailability_preOrder,onlineAvailability_soldOut,onlineAvailability_businessDay1,onlineAvailability_businessDay12,esrb_everyone10,esrb_everyone,esrb_mature,esrb_pending,esrb_teen,genre,esrb_description
448,3432088,1.2184E+12,The Lord of the Rings: War in the North Collector's Edition,0,39.99,39.99,,,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/1/2011,0,creat fellowship defeat sauron forc,WB Games,1,M=Mature,sauron forc grow stronger north journey middl earth long peril ventur unfamiliar land head gruesom battl danger enemi fight turn tide war grate fellowship human elf teammat everi step way enhanc team individu skill special abil cours dead weapon fellowship strong enough defeat sauron forc bring end war north team two friend lord ring war north epic role play adventur challeng work togeth fellowship defeat threat middl earth choos play dwarf elf human embark journey creat especi collabor three player gameplay upgrad weapon skill special abil advanc game custom charact establish loot reward system explor new familiar land stori charact movi book engag realist combat dark danger world creat j r r tolkien bring world life collector edit show lord ring pride authent ranger north quiver case studi game get depth look concept art key charact various enemi stun environ middl earth flip detail page war north compil lord ring artwork take break game action go behind scene insid look music war north see interview footag legendari compos inon zur abbey road studio e3 2011 concert event plus three track game soundtrack fate middl earth lie reli fight side,0,0,0,1,0,0,0,1,0,0,role play,blood gore intens violenc
449,3433032,1.2184E+12,Borderlands 2,0,59.99,59.99,1,5,1,1,Shipping: Pre-order,9/18/2012,0,gunzerk he load serious weaponri,2K Games,1,M=Mature,borderland 2 further distinct blend first person shooter role play genr creat true evolut role play shooter team three player four player onlin good go old school two player split screen couch share mayhem spend hour level charact equip one million weapon borderland 2 featur new visual stun array procedur generat gun shield grenad artifact enemi choos one four new charact class taken care craft connect stori new surpris environ across live planet pandora make new friend arm teeth fight alongsid relentless quest reveng redempt,0,1,0,0,0,0,0,1,0,0,shooter,blood gore intens violenc languag sexual theme use alcohol
450,3447104,1.2184E+12,The Elder Scrolls IV: Oblivion Game of the Year Edition,0,19.99,19.99,,,1,1,Shipping: Usually ships in 1-2 business days,9/27/2011,0,continu legend game year edit,Bethesda Softworks,1,M=Mature,empir tamriel verg total collaps emperor dead desper faction mad scent power compet control throne make matter wors gate oblivion open vicious demon lay wast land tide dark must turn solidar empir must restor prepar save tamriel continu elder scroll saga elder scroll iv oblivion game year edit includ knight nine shiver isl expans pack unravel new quest explor new area expans adventur knight nine help long disband group hero reclaim former glori travel territori cyrodil shiver isl explor new realm sheogorath battl world divid dementia mania amongst hideous denizen island prepar experi cut edg artifici intellig stun visual intens storylin made elder scroll seri legend,0,0,0,0,1,0,0,1,0,0,role play,blood gore languag sexual theme use alcohol violenc
451,3447113,1.2184E+12,Prey 2,0,59.99,59.99,,,1,1,Shipping: Pre-order,8/14/2012,0,reload brand new adventur award win prey univers,Bethesda Softworks,1,RP=Rating Pending,feder marshal killian samuel anyth anoth day offic abduct cruel race alien maroon alien planet known exodus take work bounti hunter come across danger plot threaten home world arm dead weapon skill put stop peril plan strap armor load weapon action prey 2 sequel award win prey assum role feder marshal killian samuel tri make sens thing abduct menac gang brutal alien set put end plot place home planet danger explor open world exodus sci fi first person shooter adjust dynam gameplay mission chang reaction choic featur fast pace action immers storylin prey 2 give thrill hunt danger futurist alien world arsenal innov weapon high tech alien gadget special skill dispos fight enemi pursu prey use action chain mechan reward danger imagin maneuv experi new level first person combat agil combat system allow slide cover blind fire leap barrier brace fast pace action readi fight back,0,1,0,0,0,0,0,0,1,0,shooter,na
452,3447362,1.2184E+12,Grease: Dance,0,29.99,29.99,1,5,1,0,Shipping: Not available,10/25/2011,,prove got littl greas lightn,505 Games,0,T=Teen,danc rydel high drama fill girl night seat clench car race win girl heart leather jacket poodl skirt oh summer night romanc rock n roll 50s style teenag angst greas alway heart they'r hand jive way right live room greas danc slick back hair rev engin lace danc shoe swing back nifti 50s reliv music classic way meant experienc whole bodi feel heart pound excit prom night pair bird pink ladi perform authent duet choreographi that true movi 1950s style kinect sensor everi move make show screen even record use kinect camera partner alway magic memori danc floor vocal chord blow olivia newton john john travolta water belt 20 song includ favorit movi rock n roll classic 50s karaok mode host girl night hang guy whole gang compet huge sing off danc off eight peopl take wear pink inner streak greas lightn show greas danc,1,0,0,0,0,0,0,0,0,1,music danc parti,na
453,3447468,1.2184E+12,Blackwater,0,13.99,13.99,1,4,1,1,Shipping: Usually leaves our warehouse in 1 business day,10/25/2011,0,use power movement annihil dead enemi,505 Games,1,T=Teen,congratul soldier select join elit forc tactic expert born assassin known blackwat oper arm incred dead weapon train surviv brutal battl environ world convoy singl mission kill kill shadowi world undercov oper must prove militari might strateg mind annihil enemi failur option everi move make utmost import join rank blackwat oper one accident pull trigger could blast cohort piec one misplac hand movement could crash vehicl fieri explos grip xbox 360 first person shooter first featur total gestur driven control via kinect sensor fate enemi unit liter within hand embark varieti high stake mission erupt site planet command firepow vehicl use 25 differ move immers entir bodi action militari reach unpreced level might launch blackwat campaign kinect broken barrier battl immers bodi handl challeng blackwat,0,0,0,1,0,0,0,0,0,1,shooter,mild languag violenc
454,3447762,1.2184E+12,Anarchy Reigns,0,59.99,59.99,,,1,0,Shipping: Not available,12/31/2012,0,post apocalypt world give surviv fittest whole new mean,Sega,0,M=Mature,post apocalypt futur massiv open fantast world cyborg human live amongst one anoth power struggl intens goal ultim survivor take come top surviv fittest take role imagin human cyborg charact top close combat anarchi reign master eight charact uniqu style weapon signatur kill move becom ultim survivor take cover action trigger event provid constant chang gameplay environ real time event black hole plane crash blitz bomb challeng friend multiplay mode includ battl royal deathmatch surviv mode play jack leo singl player campaign mode ultim surviv fittest immers violenc combat post apocalypt futur anarchi reign,1,0,0,0,0,0,0,1,0,0,fight,blood gore intens violenc partial nuditi sexual theme strong languag
455,3455185,1.2184E+12,Cabela's Big Game Hunter 2012,0,29.99,29.99,,,1,0,Shipping: Not available,9/27/2011,0,embark thrill adventur search world greatest trophi anim,Activision,0,T=Teen,mist cold mountain cloud effect visibl got bead elk pass 100 yard track beast hour stay downwind catch scent kept low ground behind rock stay sight trust hunter instinct know he'd go next follow kind terrain determin pay pick head got sight put bolt grab gear take thrill excurs around world search world greatest trophi anim cabela big game hunter 2012 travers multitud open access environ hunt way high elev clear shot cover lower ground good conceal poor visibl use skill outsmart prey care clever realist anim see hear smell put hunt abil ultim test nab trophi watch anim uniqu movement learn habit purchas upgrad visibl weak strength select varieti firearm gear get best advantag prey take fun new galleri mode includ reflex target shoot four friend steadi hand quick trigger take world biggest game,1,0,0,0,0,0,0,0,0,1,sport outdoor,blood violenc
456,3455398,1.2184E+12,Cabela's Big Game Hunter 2012 with Top Shot Elite Gun,0,49.99,49.99,4,2.8,1,1,Shipping: Usually leaves our warehouse in 1 business day,9/27/2011,0,embark thrill adventur search world greatest trophi anim,Activision,1,T=Teen,mist cold mountain cloud effect visibl got bead elk pass 100 yard track beast hour stay downwind catch scent kept low ground behind rock stay sight trust hunter instinct know he'd go next follow kind terrain determin pay pick head got sight put bolt grab gear take thrill excurs around world search world greatest trophi anim cabela big game hunter 2012 travers multitud open access environ hunt way high elev clear shot cover lower ground good conceal poor visibl use skill outsmart prey care clever realist anim see hear smell put hunt abil ultim test nab trophi watch anim uniqu movement learn habit purchas upgrad visibl weak strength select varieti firearm gear get best advantag prey take fun new galleri mode includ reflex target shoot four friend action pack bundl bring shoot action life includ top shot elit gun peripher person hunt gear decor sticker steadi hand quick trigger take world biggest game,0,0,0,1,0,0,0,0,0,1,sport outdoor,blood violenc
468,3487029,1.21841E+12,Tropico 4,0,29.99,29.99,,,0,0,Shipping: Not available,10/18/2011,,take control favorit tropic island,Kalypso,0,T=Teen,could better live tropic island paradis dictat tropic island paradis cours rule island tropico iron fist open mind decid type dictat gain support peopl work toward inflat size swiss bank account turn littl island fierc superpow live life small time banana republ ruler forget prepar worst volcano tornado drought lurk around everi corner it'll help peopl recov still love fear long mother natur done dish worst el president back tropico 4 time around superpow deal disast way get controversi polici pass way connect friend complet object tropican faction foreign geopolit power relat current island event build countri tough decis need made hire citizen bid council minist decid transform tini power island global superpow,1,0,0,0,0,0,0,0,0,1,strategi simul,alcohol tobacco refer mild suggest theme violenc
469,3508275,1.21841E+12,Victorious: Time to Shine,0,14.99,14.99,,,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/15/2011,0,experi life new student hollywood art high school,D3Publisher,1,E=Everyone,jump right world favorit nickelodeon live action comedi seri use kinect sensor experi life new student hollywood art high school interact favorit cast member becom star product sing danc stage act music video hit song show time shine victori time shine thrust elit world hollywood art high school take role new student creat hollywood art perform act play air instrument sing danc star music video hit song tv seri victori feel like realli hang tori charact hear voiceov real cast enjoy excit activ dynam mini game listen hit song show like freak freak beggin knee gather friend see creat show stop music video use full bodi motion track kinect sensor includ class session new student time shine,0,0,0,1,0,0,1,0,0,0,music danc parti,na
470,3519923,1.21841E+12,Final Fantasy XIII - 2,0,39.99,39.99,6,4.2,1,1,Shipping: Usually leaves our warehouse in 1 business day,1/31/2012,0,embark suspens voyag locat lightn,Square Enix,1,T=Teen,three year sinc lightn rest crew save cocoon final fantasi xiii survivor start rebuild lightn gone miss presum dead howev serah sure friend aliv town invad monster mysteri man name noel come serah rescu togeth embark transcendent journey find lightn get readi newest instal final fantasi franchis final fantasi xiii 2 final fantasi xiii 2 continu stori final fantasi xiii serah happen meet mysteri man name noel two embark thrill journey search lightn join search parti immers deeper ever adventur latest instal final fantasi seri take player driven gameplay new level discov rich world that full fascin npcs teem 150 monster help journey recruit icon creatur cactuar tonberri behemoth train becom valuabl asset battlefield develop elabor strategi take greater command paradigm past use new tune featur activ time battl system world everi decis make rippl effect stori fate quest choos action wise discov endless replay time fantasi becom,0,0,0,1,0,0,0,0,0,1,role play,drug refer mild languag mild suggest theme simul gambl violenc
474,3552327,1.21841E+12,Dragon Ball Z: Ultimate Tenkaichi,0,39.99,39.99,2,4,1,0,Shipping: Not available,10/25/2011,0,part fast furious fight action dragon ball z,Namco Bandai Games,0,T=Teen,return dragon ball z univers get readi experi new generat furious combo destruct battlefield featur upgrad environ charact graphic dragon ball z ultim tenkaichi deliv excit new dragon ball z gameplay entertain combat come expect franchis prepar exhilar thrill dragon ball z ultim tenkaichi step onto dynam battlefield ultim tenkaichi experi massiv crater ki blast cut across sky awesom battl dragon ball z univers unleash furious combo excit fight belov charact power enemi enhanc stori mode immers action like never fight present mirror anim seri take new group giant boss experi dozen anim scene boss grow 15 time size charact destroy environ around battl new impact break system allow larg scale destruct battl faster long short rang fight recuper ad health recoveri system creat charact alway want custom bodi face hair attir even select fight style special move domin oppon readi fast furious fight excit dragon ball z ultim tenkaichi,1,0,0,0,0,0,0,0,0,1,fight,cartoon violenc mild blood mild languag
475,3555951,1.21841E+12,The Witcher 2: Assassins of Kings Enhanced Edition,0,49.99,49.99,7,3.7,1,1,Shipping: Usually leaves our warehouse in 1 business day,4/17/2012,0,becom great warrior activ world world renown develop cd projekt red,WB Games,1,M=Mature,mystic war torn realm witcher saga aliv vibrant ever chang ever thirsti blood battlefield call deni warrior duti return fight saga continu witcher 2 assassin king bleed edg visual thrill real time combat deep charact develop made famous witcher return screen resound forc grip second instal fighter take caution return world witcher never truli leav battlefield behind defin new standard realist nonlinear gameplay engross charact develop second chapter epic witcher saga bring role play realism new height uniqu expans world come life new forc state art engin develop cd projekt red expand witcher 2 experi addit hour gameplay xbox 360 includ excit new adventur previous unseen locat new charact monster mysteri immers storylin new anim cutscen includ prerend cinemat show assassin king demavend aedirn fulli experi witcher 2 thrill combat thank upgrad pad control interfac game camera target redesign xbox 360 enhanc edit receiv world map quest handbook game manual soundtrack cd witcher 2 assassin king game two dvds plus pre order witcher 2 assassin king enhanc edit receiv exclus witcher 2 shirt summon might magic fight intuit combat system enjoy uniqu blend tactic element dynam action decis drastic consequ war torn world tread care embark glori realist danger new journey,0,0,0,1,0,0,0,1,0,0,role play,blood gore intens violenc nuditi strong languag strong sexual content use drug
476,3558579,1.21841E+12,Minute to Win It,0,39.99,39.99,2,4.5,1,1,Shipping: Usually leaves our warehouse in 1 business day,10/18/2011,0,60 second make virtual million,Zoo Games,1,E=Everyone,rome built day millionair sure made minut one nbc hit game show minut win see dare player cram everyth they'v got 60 second challeng clinch fumbl big buck turn pin hope dream onto one click minut hand gather crew grab craziest household item find get readi pack big fight everi second intens new parti game hit live room minut win compet 60 second challeng prove gut skill cool pressur earn virtual million becom one minut champ celebr chef tv person guy fieri comment encourag effort use everyday object conquer crazi game seem simpl fool mani four peopl compet 20 challeng use kinect truli get excit may brain brawn braveri conquer clock,0,0,0,1,0,0,1,0,0,0,action adventur,comic mischief
477,3559384,1.21841E+12,The Sims 3: Pets,0,19.99,19.99,1,3,1,0,Shipping: Not available,10/25/2011,0,explor sim world like never furri friend,Electronic Arts,1,T=Teen,whether cat ladi heart puppi parent poor petless soul dream like furri friend get close real thing get sim car job romanc night live sim get whole new challeng one come four leg tail happen sim sudden shoe eat dog hand outsmart super intellig cat canin extra ador puppi eye even score sim date hotti one thing sure life sim world get turn upsid sim 3 pet get decid sim life chang new furri roommat move charg pick perfect cat dog trait person make sim life complet creat anim whatev person like take control new four leg friend becom perfect companion wreak havoc sim life learn hunt locat collect even fetch sim date two use kinect sensor direct sim pet around world voic command tell rover sit send salli bed frank make dinner get readi rain cat dog sim 3,1,0,0,0,0,0,0,0,0,1,strategi simul,crude humor sexual theme violenc
478,3559471,1.21841E+12,Jurassic Park: The Game,0,13.99,13.99,4,4,1,0,Shipping: Not available,11/15/2011,0,plung peril prehistor adventur that anyth walk park,Telltale Games,1,T=Teen,dark stormi night could begin run mill hollywood thriller puls pound event follow unlik anyth ever seen travel paradis island isla nubar idealist vision turn realiti revolutionari theme park set lush jungl hide dark secret majest monstrous dead dinosaur walk earth first time million year begin groundbreak experi bring prehistor world back life turn dead nightmar awaken dinosaur break free unleash wrath rivet anxieti felt watch jell rippl vibrat monstrous footstep armrest grip shock felt wit tyrannosaurus rex rip roof bathroom stall come life like never becom one trap island jurass park jurass park game take whirlwind adventur prehistor past collid futurist technolog whole world captiv steven spielberg brought dinosaur big screen revolutionari blockbust jurass park cinemat action burst live room hold hostag isla nubar take role new ensembl cast start pivot moment film game pick night denni nedri die terror continu put face face blood thirsti rex velociraptor marvel majesti beauti render dinosaur cinemat present quick time event gameplay complet immers action eeri nocturn creatur stalk never know what wait around corner sure one thing journey island walk park,1,0,0,0,0,0,0,0,0,1,movi tv,blood mild languag mild suggest theme use tobacco violenc
479,3559505,1.21841E+12,Red Dead Redemption: Game of the Year Edition,0,29.99,29.99,4,4.8,1,1,Shipping: Usually leaves our warehouse in 1 business day,10/11/2011,0,bring western style undead action life like never,Rockstar Games,1,M=Mature,america 1911 wild west die feder agent threaten famili former outlaw john marston forc pick gun hunt gang crimin call friend experi epic fight surviv across sprawl expans american west mexico john marston struggl buri bloodstain past one man time ensur appear death free roam western lifestyl truli begin ever sinc john marston first threw onto hors led bloodsh put gun red dead redempt wild west neither game world forev rais bar realist combat immers action intens multiplay competit tale american west secur place critic acclaim game 2010 seiz 160 game year award take home devast weapon unforgett hero villain glori victori combat red dead redempt game year edit featur origin genr chang titl also undead nightmar liar cheat legend killer pack collect brim bullet ridden action reclaim wild west battl undead stop gruesom zombi plagu annihil earth combat rival mount hors discov amp version liar dice poker put new weapon new charact new map new hideout test red dead becom redempt video game readi revolution way play,0,0,0,1,0,0,0,1,0,0,action adventur,blood gore intens violenc nuditi strong languag strong sexual content use drug
480,3559578,1.21842E+12,Red Dead Redemption: Game of the Year Edition,0,29.99,29.99,6,4.3,1,1,Shipping: Usually leaves our warehouse in 1 business day,10/11/2011,0,bring western style undead action life like never,Rockstar Games,1,M=Mature,america 1911 wild west die feder agent threaten famili former outlaw john marston forc pick gun hunt gang crimin call friend experi epic fight surviv across sprawl expans american west mexico john marston struggl buri bloodstain past one man time ensur appear death free roam western lifestyl truli begin ever sinc john marston first threw onto hors led bloodsh put gun red dead redempt wild west neither game world take home devast weapon unforgett hero villain glori victori combat red dead redempt game year edit featur origin genr chang titl also undead nightmar liar cheat legend killer pack collect brim bullet fli action bonus content reclaim wild west battl undead stop gruesom zombi plagu annihil earth combat rival mount hors discov amp version favorit wild west game put new weapon new charact new map new hideout test red dead help revolution way play readi redempt,0,0,0,1,0,0,0,1,0,0,action adventur,blood gore intens violenc nuditi strong languag strong sexual content use drug
481,3566857,1.21842E+12,GoldenEye 007: Reloaded,0,59.99,59.99,2,4,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/1/2011,0,classic bond game back new featur xbox 360,Activision,1,T=Teen,got weapon screen tell fresh ammo frantic run circl wait ammo box reappear luck side quick peek screen know oppon full health power weaponri hot trail where ammo need gunshot ring charact winc health flash onscreen oddjob upper level he shoot like fish barrel aim true dead man ammo box final reappear snag bodi armor oppon made crucial error kill chanc head secret passag go got armor reload name bond jame bond classic shooter back new featur xbox 360 legendari charact upgrad multiplay capabl numer control option stun graphic goldeney 007 reload quench thirst jame bond action unlock 11 challeng area new mi 6 mode play covert elimin defens assault game mode paintbal mele golden gun classic multiplay action return split screen onlin fun blast classic bond villain smithereen use signatur weapon take action onlin reliv favorit multiplay shooter 16 player take advantag everyth rememb classic multiplay map get know four new layout bond back he reload,0,0,0,1,0,0,0,0,0,1,shooter,blood mild languag mild suggest theme violenc
482,3568585,1.21842E+12,Twister Mania,0,19.99,19.99,2,4.5,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/1/2011,0,get tangl new challeng take beyond mat,Hasbro,1,E=Everyone,palm sweat heart beat horizon impos wall slide ever swift toward place stand there one option escap crush fate thrust right leg across left throw right arm air stretch arm left squeez eye shut open tentat breath sigh relief manag finagl way anoth obstacl look shoulder see friend lucki new champion contort may play twister kid never move like time tangl action take way beyond mat get readi put left foot red right hand green turn classic game contort head twister mania kinect sensor pick everi move make bodi becom game piec get tangl knot travel bright new world base classic parti game color mat get twist like never contort fit move cutout mimic wacki screen shape use bodi break tower block take friend intens competit contort h r e variat game challeng option maneuv solo mission throw parti eight friend plung right favorit game let shake fun differ experi everi time final untangl arm leg friend sit back reliv wacki moment fun photo reel practic balanc stretch limb say goodby person boundari twister get littl bit twist,0,0,0,1,0,0,1,0,0,0,board game trivia,na
483,3568919,1.21842E+12,Winter Stars,0,19.99,19.99,1,1,1,0,Shipping: Not available,11/15/2011,0,take slope snow ice thrill winter sport championship,Deep Silver,0,E=Everyone,air chilli mountain feel bodi warm steam pour ski gear scan mountain rang view astound take second look around win put goggl lean forward adrenalin pump bodi speed increas race mountain record time sun glisten snow cross finish line first daytim winter star shine bright winter star bring suspens excit winter sport championship right live room put winter gear get readi action go gold 11 event includ biathlon ski fli short track snowboard cross ski freerid figur skate snowmobil bobsl downhil ski first time curl paraski let stun graphic bring game life travel 18 beauti locat two time day set feel like actual mountain ice engag thrill full bodi gameplay kinect sensor includ get help fli get lost action take role team trainer lead flame glorious victori becom captiv compel charact develop challeng competit turbul career mode play parti mode classic arcad style experi hone skill snow unlock slew cool gear complet mission give team edg competit winter one star,1,0,0,0,0,0,1,0,0,0,sport outdoor,mild violenc
484,3569062,1.21842E+12,Jillian Michaels' Fitness Adventure,0,19.99,19.99,2,3,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/15/2011,0,maxim bodi potenti lose weight expert guidanc jillian michael,Majesco,1,E=Everyone,sound pad feet hammer jungl floor pound heart energi swell whisper breez rustl branch sweat glisten skin muscl aliv radiat exhilar never thought bodi could handl much intens never imagin could strong step ultim challeng physic endur mental concentr expand limit achiev goal never kinect experi never either jillian michael first time team intellig control free system bring ultim workout right live room world renown fit guru hand select muscl target circuit intens parkour style routin fit lifestyl give bodi optim challeng set lush jungl templ environ jillian michael fit adventur lead bodi improv exercis thrust excit mission base adventur keep bodi guess freestyl mix proactiv reactiv run jump climb make way exot landscap creat routin target toward bodi select 10 jillian effect exercis circuit even integr fit equip variat stay track stay account throughout self improv journey progress track calendar calori burn counter social network let share perform friend climb top leaderboard could even earn recognit jillian salut facebook page readi take bodi ultim adventur,0,0,0,1,0,0,1,0,0,0,fit,mild violenc
485,3569099,1.21842E+12,Alvin and the Chipmunks: Chip Wrecked,0,19.99,19.99,1,4,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/15/2011,0,sing danc ignit stage becom one chipmunk,Majesco,1,E10+=Everyone 10+,littl squeak voic that better take stage entertain mass one third everyon favorit tree dwell trio alvin chipmunk al crew set sail fur rais adventur tropic chip wreck invit along sing danc extravaganza take stage break feel excit roar crowd ador fan learn like legend ear harmoni itch hop beat fit right becom one star member chipmunk sassi chipett alvin chipmunk chip wreck big screen adventur pop life live room bring jungl tree hous tiki club way intern music award stage take walk tini idol paw stori mode follow new wacki ride across sea get sneak peek cutscen popular movi show munk funk perform 50 killer danc move make firework go sound sweet squeaki voic sing 30 alvin chipmunk hit signatur high pitch croon becom alvin ize voic kinect may pint size perform al gang sure becom megastar munk,0,0,0,1,0,1,0,0,0,0,movi tv,mild lyric
486,3569363,1.21842E+12,Cartoon Network: Punch Time Explosion XL,0,39.99,39.99,,,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/16/2011,0,find who got take favorit cartoon network star battl,Crave,1,E10+=Everyone 10+,alway wonder would win hold bar battl johnni bravo dexter powerpuff girl could hold ben tennyson put channel changer grab control settl cartoon charact got gusto cartoon network punch time explos xl featur cast 11 favorit cartoon network show let favorit charact battl thrill excit combat favorit cartoon charact enough mojo domin battl arena time favorit cartoon star settl who best cartoon network punch time explos xl play one 18 favorit cartoon network charact star popular show take one anoth star brawler keep eye cameo 19 charact jump lend hand battl anim star laugh they'r fight,0,0,0,1,0,1,0,0,0,0,action adventur,anim blood cartoon violenc crude humor tobacco refer
487,3581907,1.21842E+12,Cabela's Survival: Shadows of Katmai,0,29.99,29.99,,,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/1/2011,0,see got gut surviv one harshest environ planet,Activision,1,T=Teen,sat warm comfort couch watch peopl onscreen fight live pit forc mother natur captiv even made think second it'd like reli cloth back make way extrem environ eh bad thought go anoth hand popcorn pull blanket closer could think cabela surviv shadow katmai might end eat word food far alaskan wilder plane crash land middl one extrem environ planet must face unforgiv forc natur reli wit skill endur merciless cold imposs terrain ever present threat starvat see make aliv encount world dead predat last one stand thrill shoot galleri boss face off mele combat excit mix first third person combat click heel want kansa long way better get move there pack raven beast hot trail,0,0,0,1,0,0,0,0,0,1,action adventur,blood violenc
488,3581961,1.21842E+12,Cabela's Survival: Shadows of Katmai with Top Shot Elite Peripheral,0,39.99,39.99,1,1,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/1/2011,0,see got gut surviv one harshest environ planet,Activision,1,T=Teen,sat warm comfort couch watch peopl onscreen fight live pit forc mother natur captiv even made think second it'd like reli cloth back make way extrem environ eh bad thought go anoth hand popcorn pull blanket closer could think cabela surviv shadow katmai might end eat word food far alaskan wilder plane crash land middl one extrem environ planet must face unforgiv forc natur reli wit skill endur merciless cold imposs terrain ever present threat starvat see make aliv encount world dead predat last one stand thrill shoot galleri boss face off mele combat excit mix first third person combat immers surviv action top shot elit peripher includ bundl experi realist gameplay pump action reload adjust stock bundl also includ sticker let custom surviv gear click heel want kansa long way better get move there pack raven beast hot trail,0,0,0,1,0,0,0,0,0,1,action adventur,blood violenc
489,3600554,1.21842E+12,Raving Rabbids: Alive & Kicking,0,19.99,4.99,12,3.4,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/8/2011,0,fend rabbid invas power kinect,Ubisoft Entertainment,1,E10+=Everyone 10+,imagin sit couch lost action pack excit latest video game see pillow move corner eye cabinet open close littl white critter emerg floorboard warn year could real thought imaginari invas start flood home zani crazi wacki creatur rave rabbid real they'r live room power kinect abl stop invas late fire kinect get readi fend threat hilari crazi critter rabbid aliv kick watch rabbid climb floor interact fun fill mini game power augment realiti use control free motion kinect slap jump roll danc sing burp freeli stop rabbid invas grab three friend play customiz game mode simultan unlock ton rabbid theme access shirt costum transform xbox avatar call extermin rid home rabbid hop couch get action kinect,0,0,0,1,0,1,0,0,0,0,action adventur,cartoon violenc crude humor
490,3617069,1.21842E+12,NASCAR Unleashed,0,29.99,29.99,1,2,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/1/2011,0,take nascar action street,Activision,1,E=Everyone,last lap second place behind guy long readi make move come far walk away silver finish line ahead slide posit behind lead driver come around last turn come short pounc opportun right moment throttl race machin blow helpless oppon first place breath easier enjoy ride victori lap get readi nascar experi like test mettl classic speedway includ daytona intern speedway chicagoland speedway homestead miami speedway martinsvill speedway talladega superspeedway jeff gordon dale earnhardt jr kyle busch joey logano nascar racer may king oval track unleash get see good drive skill realli crash boundari bring race action street beach road environ citi surround familiar track lax physic rule virtual limit got worri bump grind way first place slick audio intens visual easili access gameplay let racer age skill level enjoy high octan adventur master techniqu like draft sling shot start engin,0,0,0,1,0,0,1,0,0,0,race,mild violenc
491,3617087,1.21842E+12,Rapala for Kinect,0,19.99,19.99,,,1,0,Shipping: Not available,11/15/2011,0,reel high action fish excit,Activision,0,E=Everyone,feel misti breez drift across water smell fresh air pine tree fishi underwat critter tast excit struggl reel first catch day like fish trip well apart funni fish smart mouth lure outlandish boat race anoth day cast line reel prize struggl gigant underwat creatur even excit even action even kinect energi tug line wrestl keep catch exhilar motorboat come life live room rapala kinect design exclus take motion sens power kinect max angl adventur thrust water fish extravaganza like never experienc movement bodi wrangl battl power fish determin tug pull water tri hardest ignor taunt loud mouth lure find scali competitor realli think face boss fish happi tell what cast cast longer hit wave high speed boat race steer toward speed boost throttl sick jump ramp hip check competitor throw cours look relax day sip brew shore better come back anoth day fish trip drag hook line sinker nonstop action,1,0,0,0,0,0,1,0,0,0,sport outdoor,mild violenc
510,3619076,1.21842E+12,Cabela's Adventure Camp,0,39.99,39.99,,,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/1/2011,0,use kinect sensor play excit outdoor game right live room,Activision,1,E=Everyone,deep wilder smell fresh summer air invigor morn dew glisten sunshin wash mountainsid sound river music ear bird chirp merrili background wave runner readi go wait patient lake target set archeri rang summer camp nope look left realiz actual live room famili dad readi fish mom readi kayak grandma readi skeet shoot readi everyth adventur camp enjoy excit combin summer camp theme park fun right home cabela adventur camp hook kinect sensor feel like realli outsid sun enjoy mother natur bounti engag full bodi gameplay experi wide rang outdoor game includ thrill hill bike wild river kayak full throttl wave ride skeet shoot castaway fish archeri arcad hogwhack bear hunter ninja ton camp style competit kinect sensor requir includ friend famili take turn make thing littl interest creat game obstacl make tree rock fall see they'v got reflex react late easili access pick play game style whole famili partak outdoor fun get readi experi adventur camp style game right live room,0,0,0,1,0,0,1,0,0,0,sport outdoor,mild violenc
511,3619085,1.21842E+12,Cabela's Big Game Hunter Hunting Party with Top Shot Sport,0,49.99,49.99,3,2,1,1,Shipping: Usually leaves our warehouse in 1 business day,11/1/2011,0,invit friend famili one wild parti,Activision,1,T=Teen,travel far reach globe use skill field expertis earn impress trophi cheat death pursuit world danger anim thrill hunt keep go got experi fulli stock trophi room big game hunter latest challeng doozi though invit friend famili hunt parti look like grandma practic aim bring big gun get readi stamped cabela big game hunter hunt parti hook kinect sensor bring game life kick jump duck weav around branch rock take advantag full bodi gameplay charg anim take bundl pack featur top shot sport peripher set sight next level start blast away invit friend famili see last one stand surviv mode take prize trophi nab powerup earn highest score hunt load weapon complet list must trophi arcad mode hold fire watch aim tag mode take wrong trophi cost valuabl point invit parti,0,0,0,1,0,0,0,0,0,1,sport outdoor,violenc
